"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cayman Islands","CYM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76098.1993343658","76192.3993807971","73725.799328363","66579.4370587786","63228.4436582221","62634.7347234488","62243.5272054266","62015.320046166","62703.1802140429","63564.5294793602","64737.7477621418","65890.1224955716","67762.3336937905","","",
"Cyprus","CYP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","5551.64657618681","6731.08680390354","7831.48324574578","8409.31730401493","9170.72629193188","9593.55548058037","9673.06938069374","10134.9111867012","10612.7767759756","11393.6389188357","11805.545925658","12103.2117149647","12818.1815196531","13779.6458389117","14664.23166817","15417.9686988929","15135.0885978105","16123.0822220404","15848.5661760008","16440.0665235649","17494.793091051","17433.1378161655","17641.6861966355","18491.6241924249","19199.7771887925","20129.8443999695","20701.1506049514","21227.181770782","21520.8831321427","22302.2583037996","23050.2207057167","23737.4138608324","24422.0237901255","24684.9416245462","23546.8042844679","23401.1291874335","22903.1944537485","21779.3748444635","20399.521311833","20240.8938843689","21043.4287642273","22360.3464696011","23119.4784524833","23765.6711889186","24207.7687013265","",
"Czech Republic","CZE","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286000.463160319","253389.243210848","251848.095230573","251742.185345293","258972.582124678","275977.067667462","288083.720002276","286899.496910511","286147.490478536","290404.770193293","302872.054515901","313263.163252372","318795.31026832","330314.465433483","346111.311440379","368450.241381634","392319.19819551","411762.872435582","419332.063055275","397531.064916522","406025.828662426","412319.999603662","408511.257722425","408188.317745632","416982.7370062","438588.29160732","448853.679782161","470801.377099946","484157.183378853","493616.46132992","",
"Germany","DEU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","16128.0656013131","16602.8194328588","17234.137659742","18000.7150669373","18153.8580087819","18063.7360427368","19039.2161042777","19721.0936556221","20332.0889563081","21166.5852558068","21420.3078237111","21500.9001324318","21436.3850009969","21830.6074489133","22524.5996641222","23100.5274604748","23618.102862933","23912.5024409069","24702.2998090246","25467.1274752438","26575.3649404456","27730.1230276301","28049.3095915963","27593.3163737266","28155.4899664713","28506.3473172248","28652.9945963021","29123.859076781","29705.8951253605","30246.9666259088","31085.7819321353","31555.350779008","31439.9754777924","31202.5794017741","31576.0915485021","31825.200739251","33077.0801232988","34107.1817291274","34500.1066068647","32618.2716684647","34033.7763963504","36031.4350985288","36114.3654072399","36173.5462211487","36819.0059580774","37046.218014847","37567.8665796043","38401.5887728423","38771.8241412885","38880.7173447871","",
"Djibouti","DJI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411020.475651907","432502.813298379","457992.951368337","480513.11628738","498436.780224913","531991.022713052","564707.876247997","",
"Dominica","DMA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","6333.95439667907","6921.73654111092","5600.36760386939","6319.60699524301","7004.44317041145","7323.32096765441","7562.96278705233","7947.79189258254","8132.30120330467","8787.72071733603","9431.86611410107","10259.6602259599","10310.2738800097","10915.8731747996","11069.9263932702","11267.4260036289","11464.4011802742","11434.0765451909","11771.4352021154","12164.6470057517","12489.8171362201","13037.617724585","13149.4465525882","13492.8226848528","13482.2196063795","13067.8078955282","13845.9144079886","14211.1420533659","14262.453073425","14899.6775926921","15829.1320008475","16948.6227003826","16744.6909711931","16850.9269448912","16804.2472784703","16614.8101176636","16436.8592993128","17151.2977421397","16666.760321987","17063.1214326784","15869.3218394022","16196.1605584642","16729.4730392157","",
"Denmark","DNK","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","121824.738209766","128694.122782039","134932.502132337","134726.581566059","146043.775098992","151511.193807833","154418.993634235","161679.186301561","169621.494638206","179666.284296771","181168.799557373","185320.64388452","191504.080458435","198140.873273872","195006.894143199","191613.178185492","202455.98959586","205601.17199468","209526.695019521","217099.598166902","215788.470566327","214411.946956911","222475.528790635","228407.938764604","238048.377823152","247478.928234029","259268.7899348","259598.99544063","259437.586704087","260954.857719118","264374.736794193","267364.392590417","271696.820958469","270822.066064478","284301.820528679","291387.327446372","298145.781723761","306591.251337987","312255.874050449","320399.33319541","331295.103805217","332827.457279013","333312.98839215","333704.158406878","341723.850189924","348746.652970274","361204.104742231","362875.509893182","358902.595938089","339471.559152975","344290.312550303","347459.138846065","346938.241696611","348719.507377828","352574.369515237","358293.711972043","367048.14900812","374985.033425962","381248.309869657","390432.879961736","",
"Dominican Republic","DOM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","40461.1580312984","38224.9351594164","43283.2673883556","44614.2935373465","46123.4334876246","39110.6293849127","43022.3403588095","43124.5868656147","41960.8982170824","45194.9955529109","51929.2624537845","55988.4217010041","60141.0641663343","66103.5144412755","68258.0941082107","69982.2671351411","72834.2681583519","74600.035662687","74380.0909920815","75938.2200134746","80122.9954759531","81694.4127046518","81276.6729076839","83229.020959291","82513.5862208678","79107.2271151051","80245.6571298446","86618.4882215221","86764.7178884392","88842.5093037714","82400.0031386413","81611.5813731948","89079.166774653","93888.9496713975","94609.7712349185","98255.5243607267","102380.883326054","109662.431650077","115173.393370455","120130.304929887","123830.167057645","124997.723069913","128724.628705553","125193.852744897","126635.422406551","136704.148343759","147279.998546267","156166.423084811","159147.020760902","158662.205865356","169795.13694093","173008.253005655","175603.313273816","182014.21660782","192605.277877483","203613.48956765","214748.369073627","222303.053493017","235273.457565166","244586.923435915","",
"Algeria","DZA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","234536.234869806","197649.044836086","154868.924505586","202894.571717848","209315.350769939","216476.214887998","200456.74044468","213250.93668322","229554.993960288","241866.340092231","255961.639530492","220741.750299326","273664.660004388","276435.249369106","289072.24333196","295270.339342641","311078.770410157","318179.828974753","337529.661221996","352156.581312722","344344.236054779","343892.850379018","354656.347662742","362311.610885463","370968.44157163","373239.494203345","363850.328833158","351092.439192337","338065.83934018","343624.238425745","337596.818862886","325439.505630958","323601.642627621","309845.356610012","300763.438152792","306286.689078612","313303.250432625","311674.283445532","322689.947628628","328332.880438365","336211.249049706","341791.211091581","356358.62115946","377173.201704086","388241.363472955","405472.591094336","406343.623789089","413691.329949739","416745.079991816","416183.859601225","423453.661304395","427604.373969691","433598.517992524","436901.129340612","444374.102593929","451486.21367516","456473.185558049","453047.356318595","449372.197456256","444291.180605545","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1817.331140042","1857.11744542956","1893.76410834977","1879.03735598691","1960.82450074598","1967.07079378876","1903.95397877773","1934.40391855269","1914.37489989886","1946.0120124837","2020.11442362444","2086.03938459056","2128.70900906604","2357.6683528241","2549.30577603744","2751.74333968038","2875.75577851709","2844.37040171057","2927.92962817743","2958.55138544453","2989.49993153245","3077.00656236688","3017.97132422218","2932.75532738121","2935.25951714385","2975.84090374382","3003.94405192847","2923.82844168883","3022.040619014","2980.25064377339","3017.71978980609","3074.63183249423","3068.25272446795","3058.76805164565","3118.87133129271","3120.30418663867","3107.08120720071","3174.21188655571","3211.52680967884","2999.40653176731","2975.00544707279","3038.51140722405","3107.93188858494","3138.53946220694","3339.61563909474","3457.96673433461","3550.2704101403","3567.83643782206","3732.20845531142","3692.71465337667","3762.61506721985","3996.68929497819","4159.36465973922","4300.25400646851","4394.81406468646","4328.55850165494","4203.11579902269","4227.23651877371","4206.80257383992","4138.97340698812","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","7386.06922989038","7559.13026406404","7643.72104923703","8225.57604054586","8932.82172704456","9129.07617327188","9342.76532480341","9177.40869979714","8803.29414147651","9042.21782512911","9324.16006190199","9483.19464915336","9558.91545248432","9681.24056555924","9620.54757934885","10251.8968172373","11355.9715769995","12100.0126276323","12842.7978387084","13111.8212131214","14077.5648232655","14740.7115056247","15795.8222993116","16178.1293653481","17295.7138955458","17818.1859470202","18168.0086691407","18360.2418765177","18852.5671510182","19278.6501198649","19882.790229659","19654.8473406382","20099.1756140021","20262.9604587845","20649.016480739","21178.415152788","21791.8016046413","22531.4631850604","23317.7018193083","24247.4560031623","25298.9099767765","25700.023716848","25823.8445586442","26157.7990153722","26734.0938644117","27429.7738564235","28792.318490144","30297.6670300383","31893.4936575669","32767.3986407164","33776.9178311561","33653.9910315068","33649.629596502","33613.9753150966","33821.3242076658","34529.4487796837","35265.6207743529","35979.9533801419","37129.3082720663","38425.8795365063","",
"Euro area","EMU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7209.16465367466","8248.45024890848","10089.9150373331","10445.2197700014","11452.6345839426","12365.6216416362","12520.6288566516","12348.9668654206","11673.9373851533","12256.0065802218","12083.2833672349","11220.1168910552","10885.6723377","10743.8140130774","10305.9093277568","10179.710634144","8985.19504029426","9162.56410054242","9214.41648995463","9878.5552581043","","","","","","","","","",
"Spain","ESP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","5601.58997299504","6206.81302538227","6762.10370864074","7346.31518445581","7659.80048245212","8050.8817180729","8546.28746934684","8808.15653668067","9267.25283106428","9993.72047704531","10307.3996797412","10657.431447481","11399.4223983035","12152.243192686","12695.5782936497","12627.1368564709","12907.1780272696","13137.6559715015","13202.1261797605","13091.686664607","13273.833341802","13162.3480734776","13246.6409477257","13415.603777947","13598.4446690879","13863.7950749154","14272.1225947414","15024.8004804986","15756.7625083838","16491.4712317712","17097.6594168232","17488.3964574997","17564.6660163899","17293.5802718927","17621.623400457","18027.7942455515","18430.50207356","19032.9679250937","19787.0354871327","20591.937355886","21575.5012391089","22268.9553290185","22556.2359976905","22812.5319628531","23122.487951662","23565.4444678741","24121.0736170803","24532.2226291343","24358.1498462836","23234.78322538","23165.7553314468","22895.5980011166","22203.5956385573","21956.7141129958","22327.2226202592","23201.5049596907","23884.6381368306","24537.2525746012","25023.6795552197","25360.4637921187","",
"Estonia","EST","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6041.0654241136","6070.28582290494","6459.37030586774","6878.94763611601","7865.64251697885","8285.45416244636","8227.76289629734","9015.58857110134","9615.73860955324","10335.0984159205","11187.1162600677","12015.8181351143","13231.6576553302","14603.4674527216","15781.3012799475","15018.4153647099","12875.4731119545","13252.0535496348","14281.8193529044","14780.9171570792","15033.3028072143","15523.053223739","15799.0758753755","16297.9761208096","17173.4224797022","17859.1397581047","18686.2564922093","",
"Ethiopia","ETH","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","6732.00808528824","6608.06922863577","6937.08690988157","6528.69749010348","5618.77357954094","5968.77465262768","6582.14167688162","6404.23427714433","6172.1751149623","6126.55207453291","5491.77979732259","4838.61853077727","5282.2592033266","5264.51902881496","5404.2634008595","5886.40072699446","5889.44995096416","5521.11904282421","5640.51609146746","5813.06657849829","6116.93363219932","6034.06537024965","5737.71414957651","6334.86902694192","6888.09844918375","7425.97227063298","8052.52159707569","8680.05657999305","9187.31886449939","10056.4940909834","10870.5521927037","11481.1057561667","12342.1731131111","13232.4371744795","14210.5063498596","15135.5642991254","16147.301479932","16801.8959728645","17743.5600760287","",
"European Union","EUU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","10297.5761083107","11002.7505347269","11254.058700606","11541.8781417459","12079.1355825674","12677.3413798266","12929.601073857","13138.6764554366","13381.0858515722","14673.2844861766","15437.9736305027","15781.9046062075","16901.8127848675","17979.8068228991","18464.804520726","18714.8226444569","18722.7485915207","18715.1648208804","19206.3678530668","20521.7149489264","21560.4656101483","21751.2048007027","22301.9461840469","22860.3519882565","23474.7284968279","24206.653086386","24793.0422674849","25606.6201106501","26864.3506363413","28129.2433623514","28192.5088304641","26388.4844447458","25376.0815169877","25086.4165755607","25968.4262016657","26960.3879564352","27857.5405209371","29534.022006543","31063.1730137472","32348.435012934","34145.0663989804","34956.5767824568","35467.2674180931","36091.7887425585","37423.7878937418","38332.6953986355","39723.76643194","41651.2880243235","41782.8587689349","38225.872099176","39263.6918106438","40077.7837495954","39330.0961530825","38796.3019482358","38495.2005964649","38577.2066988945","39547.9557724115","40745.5120661616","41309.0322317458","41745.9948836244","",
"Fiji","FJI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","4494.50932093753","4495.31515444831","4498.19161573873","4623.8163372948","4695.9661318988","4436.94309859671","4321.12160177018","4781.86712627727","5047.06415528458","5068.75468258424","5593.46874462612","5854.27437668169","6162.5516824585","6738.01468944487","6775.39764382558","6678.89304326685","6733.98349210146","7003.55212208985","7004.26072970303","7706.21336993972","7418.86990370034","7698.07562778089","7050.92258815277","6601.61886243933","7002.60678588327","6573.57524027818","7015.36858628118","6522.76387383241","6574.65758564143","7047.50065295743","7415.53457910454","7148.32261582456","7491.98905528639","7545.21387140827","7819.7506821367","7913.78044298288","8198.89352946126","7934.05774431841","7962.6600779597","8597.33797344175","8402.17519969026","8539.48312190927","8798.34788293753","8877.41313309055","9327.52537109041","9350.0155792815","9451.14353702876","9277.50905894593","9271.63898026997","9054.48803179806","9255.00501268873","9465.3939028246","9581.00452102665","10028.341928448","10579.9160485335","11028.5542586173","11249.325136778","11783.2286180893","12149.0736097922","12007.0385739472","",
"France","FRA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","10073.2649468212","10436.3881697973","10995.9652730139","11518.4611856287","12122.9869961962","12562.448353034","13087.6392397878","13611.2126971368","14111.4470597927","15001.4497660634","15796.5512470924","16505.022536944","17111.8082429576","18055.6854948944","18697.1334446915","18401.2109459816","19100.6835998702","19672.5257107414","20371.3721629206","21008.0249659132","21245.1365423586","21368.1371645571","21790.0285707194","21940.3780752349","22148.3988882323","22381.8690687176","22775.7781974741","23226.157813992","24190.8413584198","25105.2528078427","25708.2067206992","25834.1145441414","26117.1022342665","25840.7041136135","26351.8436874612","26809.9705889461","27092.69331633","27627.7526813166","28513.9229885718","29338.1698987373","30281.1860291402","30657.9421595722","30781.4047304415","30815.5947783405","31455.1367640437","31738.1584055841","32289.6165205845","32868.5672108907","32768.7221949445","31663.8470095371","32122.0269446897","32667.9825835387","32612.0507904615","32631.5872768802","32787.9188866183","33035.1477796448","33309.0278739449","34000.7972555911","34557.909388287","35030.0893140485","",
"Faroe Islands","FRO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","1896.36539445993","1874.88191689172","1880.74142523237","1904.16449599711","1929.36729628976","2020.85653538524","2047.5593999349","2160.41957369004","2106.00773366028","2222.31491039627","2135.8610057145","2003.46699852507","2065.7557666716","2102.4447722697","2211.85266568593","2264.62541871553","2280.05512473138","2318.69486721359","2253.09261430246","2309.84273855402","2324.57317478244","2302.14277507564","2266.24590749737","2303.65525613013","2357.16881577285","2419.65587240213","2350.49183778922","2233.64896248324","2151.27598979953","2220.75669222646","2213.9109921517","2247.91986290923","2229.05894886364","","",
"Gabon","GAB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1258990.96177495","1430989.31097135","1521082.7417869","1594132.88766954","1643509.08410253","1752206.97145086","1798319.34978421","1835329.91342077","1842444.71636684","1950412.94460621","2077727.47855982","2247778.9681542","2457233.40994991","2658690.70699287","3639459.46510551","4252168.27527736","5646114.62469119","4827309.21634591","3582560.30369453","3514689.90417445","3517375.11578791","3605420.03273819","3405777.04030474","3504432.78341864","3669053.93738783","3488171.79352636","3366763.09973084","2713463.14896889","2978172.50890125","3144328.37878947","3217793.88849569","3322469.60113058","3133744.61633447","3171383.01313487","3203647.52458016","3277158.66651428","3310493.47125445","3413411.63275033","3445416.78485139","3061787.74156584","2932458.27640106","2924498.59022594","2848578.18157826","2842783.03848698","2790831.69903863","2789780.64706817","2636398.33094664","2714281.49710541","2545040.40887958","2466513.84180791","2551593.986048","2634421.37839948","2669675.55927306","2715618.48590396","2732451.5832891","2745337.01073992","2718740.18675484","2656249.95459659","2609816.66489719","2646214.93625778","",
"United Kingdom","GBR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","9762.46777099237","9947.88260984848","9972.60497464789","10380.7307157502","10884.1592962963","11046.120863582","11158.2020256732","11407.5222719298","11969.8078106633","12149.4953315868","12557.5060924398","12943.4377346033","13457.1053255385","14307.3582058979","13943.1104307464","13738.657680282","14141.9682370843","14494.3065826911","15102.8754564519","15655.0314167251","15318.7007167071","15192.7372982227","15501.3710088467","16150.30821804","16490.6565997789","17135.6588265859","17634.5995606742","18546.1094802036","19565.7524416623","20017.9030287852","20104.5967947015","19821.4264102206","19847.1809905044","20292.6332222738","21019.5087439037","21494.714354928","21974.2387902408","22762.6069255949","23523.6213375518","24249.0808242448","24993.1755333114","25637.6743491122","26122.7621727627","26855.9110121103","27337.4792968683","28013.7297424161","28583.9633196936","29051.6136639848","28742.8260668554","27314.4943651892","27629.5601951778","27836.6982401345","28052.637169278","28461.5609717106","28989.4046957896","29438.0728709079","29776.2171237025","30134.1851211811","30353.7199717173","30625.3216139203","",
"Georgia","GEO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","4076.05163034922","4333.37230309103","4559.2670829478","4719.44074610301","4898.89023855863","5436.54757332639","5513.20524138672","5612.57883094124","5924.02512493871","6390.10082688377","6811.29662449576","7174.69678766095","7617.40384466911","8135.67361361901","8671.21864261176","8991.92340014356","9388.23613430265","9495.40954892806","9817.23308442205","10262.0064013769","10675.1214214874","9715.7221085364","9759.37722451","10200.0697236734","9441.32253071582","8047.29640566976","6304.80764697368","3447.1468554427","2418.4737635153","2200.56944928078","2344.23950162762","2703.14718328187","3084.8700652174","3260.33035104335","3423.5942193673","3554.99519147165","3784.07591920332","4027.18247888974","4502.84566074252","4793.35461151823","5286.49513935921","5817.44833645032","6583.47552095018","6763.21642822862","6574.45909848918","7036.4716725271","7618.0352626329","8163.13450119259","8484.24334824949","8856.09937479399","9109.39216315784","9368.5454479605","9820.91220932166","10303.2054589917","10834.4770478697","",
"Ghana","GHA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","3033.97039083292","3040.39504210625","3065.21499237727","3100.25203387153","3074.26473040164","3029.77976659696","2827.00060187702","2845.36675882449","2791.01255745214","2889.80343950809","3092.57818086658","3167.67801944353","3003.07216608254","3003.8033496774","3125.50693287644","2672.04167443716","2523.8252345417","2532.4811174232","2696.59878405602","2576.46153447172","2529.89327961882","2378.41651220698","2151.45835238521","1992.39936454743","2099.76747593515","2141.43817084351","2187.53969747835","2226.9348215117","2285.64729555319","2333.89099072973","2343.04310304139","2396.38450232706","2418.42784183512","2464.33733279153","2475.73734394241","2509.01612707657","2557.09533161811","2597.97401695294","2653.68078802621","2703.40620758938","2735.59664017409","2776.1775869204","2830.97180676389","2905.85761679868","2993.2823791741","3091.08176975813","3205.96008633966","3260.11224290459","3467.81739806674","3544.49255593701","3730.55347219019","4152.68225058503","4432.30575068156","4647.16150345078","4673.46779030278","4668.14345687785","4721.81064453953","4994.19072271452","5191.894110103","5409.97633429522","",
"Gibraltar","GIB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","2938586.14796574","2945606.42193676","3036593.94999726","3063436.41295816","3102922.45005444","3095019.55104707","3110068.47348094","3181150.86293414","3221526.38972444","3282577.10247778","3339831.58894512","3421975.55398505","3457023.07224944","3502384.82049645","3509026.90244675","3561190.06567716","3671399.51283905","3646311.46111437","3659458.59588384","3693078.49401636","3656665.18935151","3819835.06899756","3887729.81289671","3757213.15405768","3850349.91546457","3977346.80131061","4121105.94141266","4188582.83583391","4243303.3446307","4296861.34326468","4637876.01777783","4976064.39825055","5136951.11311793","5273014.26737062","",
"Gambia, The","GMB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","22466.6864149453","21879.4642143611","23320.1569724072","23219.7540304347","23949.0245423772","23247.1608028324","22626.150188807","23988.1383034805","24630.5048082496","26825.4756455968","27877.1842970303","27888.5006884662","28666.9728337049","27358.3426501497","28139.4435665606","28175.2025428487","27113.1272584929","29115.6209090299","29085.884626932","27700.9310630739","27545.4628555876","26867.33217451","26706.8395241569","26978.2386880327","26770.1226122358","26570.8487084871","26538.1956738607","26477.197128373","25709.8313672305","25146.8334847042","24921.7044028345","25349.4526565855","25439.9356284705","26241.3393906508","26832.247479136","27504.1175700734","25772.9061762735","26676.0484162974","27667.451038304","26190.5020984738","25264.2868587981","25264.7281333392","26059.6377757454","26982.1969350891","27733.1097102603","24720.7382313203","25239.9084309749","25188.8371557729","24094.092217454","24328.8015015389","24071.3422444988","24494.1833258503","25503.6079526267","26269.4250898537","",
"Guinea-Bissau","GNB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","211579.393394322","199505.175509909","208121.269502801","206581.702098575","212721.515981807","226920.451338074","236768.225295001","219416.979229971","248087.553196174","252190.811848318","210074.855982714","244447.264570941","249497.103670387","235269.730561173","250347.650233297","254533.115254832","246752.537640529","248280.257769344","254053.409106742","263687.921030835","273613.503667223","281150.343350823","277883.709413437","277445.441014814","280168.659140654","286449.813381776","313352.826212401","327333.121032044","230895.570661425","228753.307405888","236315.461320685","236409.894499742","228977.889167629","225102.37239004","226002.137812792","230135.397381276","229869.483173766","231658.852971535","233232.14233387","235080.795877948","239673.283576306","252356.087982705","241544.878531121","242860.650250537","238802.032037787","246919.616371614","255724.891987767","264089.364853792","267373.247847607","272886.145298976","",
"Equatorial Guinea","GNQ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","267490.60462291","267464.758451834","253899.972392112","246212.264258121","231190.205358929","245780.101619259","229055.23639834","230499.361548595","229442.548729069","220124.358763956","209769.672296025","201070.674801838","262202.586827525","281459.169500062","317092.719234896","359289.155098557","576361.032697299","1385403.45076986","1647129.60221453","1987029.61324922","2254350.53441134","3534555.66470255","4051127.12930448","4426344.3857549","5850275.2007465","6533181.11055521","6722973.73090494","7399590.11156316","8320197.71386088","8050779.7812553","7005652.58536368","7135906.76625597","7396778.09445583","6793146.9206522","6542581.56264591","5710981.30361263","5007732.53002233","4548655.14182051","4106672.53955359","3743233.02885199","",
"Greece","GRC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","4534.19117889753","5092.34081721352","5080.559058918","5661.30823002196","6171.5994105585","6804.25385771525","7192.89058727826","7539.04095628695","8029.72599080286","8925.58119653053","9700.52586171013","10415.8744228876","11399.7987090921","12266.4806901849","11434.5574023362","12048.9426842812","12676.1000854361","12880.2236111829","13635.6837818701","13908.7325667153","13866.0467378549","13528.7606057959","13293.3260316422","13073.6667490299","13270.2517966964","13550.558670465","13575.7272368916","13224.7779257134","13741.8372632493","14189.7839714127","14040.4743962611","14303.0080542236","14293.5252519434","13982.3336837018","14190.7485854076","14421.1815526626","14768.7094676118","15355.0393063333","15864.9340250542","16289.8127228621","16859.2334788847","17464.7586680037","18083.4691949805","19085.7202598446","20002.0980104227","20063.0180406239","21133.5007869977","21769.8271064246","21639.3410051652","20654.2927772596","19497.4918042707","17743.1162588692","16536.9638835127","16117.3784070366","16345.1262819359","16381.1359941698","16417.9986193356","16698.0992180241","17055.6698564281","17401.6085929482","",
"Grenada","GRD","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","7170.79088562868","7649.27178000523","8123.46727047859","8040.81846673629","8022.26369830677","8127.52519769723","8168.63949132553","8248.96838414702","8613.73983695107","9210.85707387888","10125.106716878","10565.3258628184","11098.6824716229","11615.0929371461","11760.276798673","11575.5765965111","11225.7894736842","11286.9826475562","11419.7501196554","11842.3916594885","12367.0424448886","13759.1005773321","14649.2375429553","15305.3679266383","14935.1838758729","15391.1631317907","16787.6803999808","16624.3226925546","18774.901825895","17978.0602860873","19032.324365434","19164.2021316947","17840.4843603777","17675.0896614046","17716.4088542642","17405.820598254","17695.8648423777","18867.7820425704","19955.7386472504","20576.919309638","21372.2784421956","22141.5112961401","22454.7556761872","",
"Greenland","GRL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","88053.5692461198","97866.7571518646","101545.722792257","106907.549046814","111866.470735352","112362.402021663","118818.757894706","130086.554037469","138474.118075074","144033.781188694","154659.282653993","153246.031421899","145051.007877796","148337.531251466","139052.841220092","142782.48010343","152058.739446003","158666.665787406","165417.392124338","174838.198789752","153515.165580283","153617.27027027","146291.994575045","139188.22826087","146637.311711712","151287.17562724","153326.542039356","155300.976785714","167050.893048128","169352.661319073","181056.665480427","182866.260869565","180261.772862972","187730.115388003","200180.984343976","210076.402915606","222376.439919682","228489.081425161","243555.602897316","245686.486870373","247394.780774976","246231.323606961","250015.842281288","248198.573021971","260836.664002132","255059.343479346","266658.954187876","267975.14776045","277334.309123039","","",
